"Listing Number","Parcel ID","Short Address","Sold Price","SqFt - Living","Days On Market","SqFt - Total","List Price","Listing Date","Under Contract Date","Sold Date","Cancel Date","Expiration Date","Withdrawn Date","Temp Off Market Date","Subdivision","Under Contract Type","Statistical Listing Entry","Status","Status Change Date","Original List Price","Go Active Date","Expected Closing Date","Fallthrough Date"
"RX-10780607","73414406030002360","590 Cypress Crossing","825000.00","3495.00","38","4440.00","865000.00","2022-03-01","2022-04-12","2022-05-25","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-05-25","865000.00","2022-03-05","2022-05-25",""
"RX-10780323","73414406030001820","15701 Cedar Grove Lane","1005000.00","2654.00","13","3706.00","980000.00","2022-03-01","2022-03-14","2022-04-22","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-04-25","980000.00","","2022-04-22",""
"RX-10780252","73414422040000090","12542 Equine Lane","5674000.00","5859.00","3","18877.00","5699000.00","2022-03-01","2022-03-04","2022-04-08","","","","","LTS 8A & 9A FARMS AT EQUESTRIAN CLUB REP","","N","C","2022-04-08","5699000.00","","2022-04-12",""
"RX-10780852","73414409020080150","1716 Staimford Court","556000.00","2151.00","3","2881.00","500000.00","2022-03-03","2022-03-06","2022-04-06","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-04-06","500000.00","","2022-04-05",""
"RX-10780917","73414413080000250","4543 Siena Circle","806000.00","2459.00","7","3161.00","799000.00","2022-03-03","2022-03-10","2022-04-27","","","","","CASTELLINA","","N","C","2022-04-28","799000.00","","2022-04-15",""
"RX-10780863","73414415030000020","2515 Muir Circle","1500000.00","2066.00","6","2591.00","1575000.00","2022-03-03","2022-03-09","2022-04-18","","","","","MUIRFIELD 3","","N","C","2022-04-18","1575000.00","","2022-04-30",""
"RX-10781594","73414429010000310","4591 South Road","4500000.00","2360.00","6","10749.00","4500000.00","2022-03-03","2022-03-09","2022-05-16","","","","","PALM BEACH POINT EAST","","N","C","2022-05-17","4500000.00","","2022-04-27",""
"RX-10781239","73414410260001250","1911 Capeside Circle","395000.00","1244.00","22","1500.00","399000.00","2022-03-04","2022-03-28","2022-04-27","","","","","WELLINGTON LAKES","","N","C","2022-04-30","425000.00","","2022-04-28",""
"RX-10781321","73414410010260140","1274 Mystic Way","525000.00","1920.00","6","2880.00","515000.00","2022-03-04","2022-03-12","2022-04-08","","","","","SOUTH SHORE 1 OF WELLINGTON","","N","C","2022-04-25","515000.00","","2022-04-18",""
"RX-10781443","73424407030002560","2329 Merriweather Way","950000.00","3303.00","49","3785.00","998000.00","2022-03-04","2022-04-22","2022-06-02","","","","","OLYMPIA","","N","C","2022-06-02","998000.00","","2022-06-10",""
"RX-10781880","73414424050003830","10568 Arcole Court","1500010.00","4733.00","0","6218.00","1500000.00","2022-03-05","2022-03-16","2022-05-06","","","","","VERSAILLES","","N","C","2022-05-06","1500000.00","2022-03-16","2022-04-07",""
"RX-10782728","73414403090140040","12667 Headwater Way","755000.00","2502.00","11","3345.00","779000.00","2022-03-08","2022-03-28","2022-04-29","","","","","ISLAND OF WELLINGTON","","N","C","2022-04-30","795000.00","2022-03-17","2022-04-29",""
"RX-10782324","73414409030001180","2344 Sunderland Avenue","1600000.00","3167.00","9","4302.00","1550000.00","2022-03-08","2022-03-17","2022-04-18","","","","","GREENVIEW COVE OF WELLINGTON","","N","C","2022-04-18","1550000.00","","2022-04-30",""
"RX-10782723","73424417020011840","3144 Hamblin Way","837000.00","2805.00","3","3462.00","789000.00","2022-03-10","2022-03-18","2022-04-19","","","","","OLYMPIA / HAMBLIN VILLAGE","","N","C","2022-04-19","789000.00","2022-03-15","2022-04-18",""
"RX-10782674","73424417080009640","3165 Ushant Court","765000.00","2499.00","46","3366.00","800000.00","2022-03-10","2022-04-29","2022-08-10","","","","","VILLAGEWALK OF WELLINGTON 5","","N","C","2022-08-10","835000.00","","2022-08-24",""
"RX-10782705","73414407050000070","1912 S Club Drive","1151000.00","3028.00","6","4068.00","999900.00","2022-03-10","2022-03-16","2022-06-02","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON","","N","C","2022-06-02","999900.00","","2022-06-01",""
"RX-10783028","73414415080000180","12534 Mallet Circle","1995000.00","2418.00","1","3184.00","1995000.00","2022-03-10","2022-03-11","2022-03-18","","","","","CHUKKER COVE P B POLO & CNTRY CLUB WELL","","N","C","2022-03-21","1995000.00","","2022-03-18",""
"AX-11172784","73414411030040300","1068 W Jackpine Street","495000.00","1930.00","5","2786.00","489000.00","2022-03-11","2022-03-16","2022-04-18","","","","","EASTWOOD OF WELLINGTON 2","","","C","2022-05-03","489000.00","","2022-04-12",""
"FX-10322292","73414418030000350","2668 Country Golf Drive","475000.00","1790.00","38","","474900.00","2022-03-14","2022-04-21","2022-05-25","","","","","Lakefield Lndgs/Wellingto","","","C","2022-05-27","499900.00","","2022-05-23",""
"RX-10783726","73414410290000540","12696 White Coral Drive","510000.00","1617.00","2","2039.00","499000.00","2022-03-14","2022-03-16","2022-03-31","","","","","Lake Point","","N","C","2022-03-31","499000.00","","2022-04-13",""
"RX-10783651","73414410010060150","1171 Gloucester Court","615000.00","1799.00","6","1799.00","641000.00","2022-03-14","2022-03-20","2022-05-20","","","","","SOUTH SHORE 1 OF WELLINGTON","","N","C","2022-05-25","641000.00","","2022-07-18",""
"RX-10783926","73414409010010230","13694 Callington Drive","900000.00","3142.00","35","3765.00","990000.00","2022-03-14","2022-04-18","2022-05-26","","","","","GREENVIEW SHORES 1 OF WELLINGTON","","N","C","2022-05-26","1200000.00","","2022-05-26",""
"RX-10783677","73414414350000100","2800 Long Meadow Drive","3470000.00","5261.00","3","6730.00","3495000.00","2022-03-14","2022-03-17","2022-04-25","","","","","BROOKSIDE 4","","N","C","2022-04-26","3495000.00","","2022-04-13",""
"RX-10784128","73414412060000990","1569 Carriage Brooke Drive","401000.00","1325.00","6","1865.00","379000.00","2022-03-15","2022-03-21","2022-05-09","","","","","WELLINGTONS EDGE PAR 77 PH 2","","N","C","2022-05-09","379000.00","","2022-04-29",""
"RX-10783973","73414404010260130","13737 Barberry Drive","590000.00","2100.00","16","2873.00","585000.00","2022-03-15","2022-03-31","2022-04-28","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-04-28","655000.00","","2022-04-26",""
"RX-10784540","73414423100000620","11290 Edgewater Circle","735000.00","2595.00","7","3394.00","729000.00","2022-03-15","2022-03-22","2022-04-21","","","","","GRAND ISLES / ORANGE POINT 1","","N","C","2022-04-22","729000.00","","2022-04-22",""
"RX-10784039","73414413080001100","3772 Siena Circle","887000.00","2459.00","5","3161.00","899000.00","2022-03-15","2022-03-23","2022-06-02","","","","","CASTELLINA","","N","C","2022-06-02","899000.00","2022-03-18","2022-06-02",""
"RX-10784355","73424407030003380","9494 Worswick Court","1150000.00","4168.00","36","5209.00","1250000.00","2022-03-15","2022-04-20","2022-05-19","","","","","OLYMPIA 1","","N","C","2022-05-21","1250000.00","","2022-05-21",""
"RX-10784684","73414410010220050","1203 Sachem Head Terrace","460000.00","1220.00","0","1798.00","426000.00","2022-03-17","2022-03-23","2022-04-27","","","","","SOUTH SHORE 1 OF WELLINGTON","","N","C","2022-04-28","426000.00","2022-03-23","2022-04-28",""
"RX-10784498","73414403170090150","13139 Wax Wing Terrace","480000.00","1566.00","2","2139.00","449900.00","2022-03-17","2022-03-19","2022-04-19","","","","","EMERALD FOREST OF WELLINGTON","","N","C","2022-04-19","449900.00","","2022-04-18",""
"RX-10784686","73414403140001060","537 Goldenwood Way","485000.00","1377.00","11","1854.00","475000.00","2022-03-17","2022-03-28","2022-05-18","","","","","TREE TOPS OF WELLINGTON","","N","C","2022-05-21","525000.00","","2022-04-27",""
"RX-10784749","73414410320000430","12200 Dartmoor Drive","475000.00","1296.00","51","1783.00","498000.00","2022-03-17","2022-05-07","2022-06-06","","","","","WELLINGTON DOWNS","","N","C","2022-07-07","520000.00","","2022-06-07",""
"RX-10784668","73414402010020080","660 Rambling Drive Circle","1075000.00","4851.00","7","4851.00","1195000.00","2022-03-17","2022-03-30","2022-04-22","","","","","PALM BEACH LITTLE RANCHES","","N","C","2022-04-23","1195000.00","2022-03-23","2022-04-15",""
"RX-10784546","73414408010280060","14407 Halter Road","1500000.00","3770.00","0","4742.00","1500000.00","2022-03-17","2022-03-17","2022-04-13","","","","","PADDOCK PARK NO 2 OF WELLINGTON","","N","C","2022-04-13","1500000.00","","2022-04-18",""
"AX-11176989","73414401020030310","10513 Marsh Street","670400.00","2562.00","5","3251.00","665000.00","2022-03-18","2022-03-23","2022-04-13","","","","","BLACK DIAMOND PH 1","","","C","2022-04-16","665000.00","","2022-04-11",""
"RX-10784769","73414332030160080","14979 Horseshoe Trace","1120000.00","2863.00","4","3947.00","1240000.00","2022-03-18","2022-03-28","2022-05-05","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","C","2022-05-05","1240000.00","2022-03-24","2022-05-31",""
"RX-10784878","73414426050000740","11682 Manatee Bay Lane","1100000.00","3443.00","14","4494.00","1250000.00","2022-03-18","2022-04-01","2022-05-25","","","","","ISLES AT WELLINGTON / GRAND BAY ESTATES","","N","C","2022-05-30","1250000.00","","2022-05-25",""
"RX-10784876","73414419010070090","15725 Estancia Lane","2800000.00","3663.00","2","6773.00","2695000.00","2022-03-18","2022-03-20","2022-04-07","","","","","PALM BEACH POINT","","N","C","2022-04-08","2695000.00","","2022-04-06",""
"RX-10785189","73414402010030090","606 W Rambling Drive","950000.00","1609.00","8","3536.00","999990.00","2022-03-20","2022-03-28","2022-04-14","","","","","PALM BEACH LITTLE RANCHES 2","","N","C","2022-04-14","1200000.00","","2022-04-15",""
"RX-10785260","73414403030050060","12100 Tumbleweed Court","1075000.00","3608.00","37","4354.00","1075000.00","2022-03-20","2022-04-26","2022-06-30","","","","","PINEWOOD EAST 2 OF WELLINGTON","","N","C","2022-07-01","999900.00","","2022-06-30",""
"RX-10785527","73414332030040060","14810 Horseshoe Trace","1025000.00","3200.00","30","4317.00","1149000.00","2022-03-20","2022-05-09","2022-06-21","","","","","PADDOCK PARK 1 OF WELLINGTON","","N","C","2022-07-07","1149000.00","","2022-06-21",""
"RX-10785373","73414335000005080","11475 Acme Road","1825000.00","3418.00","40","6707.00","1850000.00","2022-03-20","2022-04-29","2022-05-27","","","","","Palm Beach Little Ranches","","N","C","2022-05-27","1850000.00","","2022-05-31",""
"RX-10785295","73414411030050170","1197 Belmore Terrace","510000.00","2039.00","5","2234.00","520000.00","2022-03-21","2022-03-29","2022-05-09","","","","","EASTWOOD","","N","C","2022-05-10","500000.00","2022-03-24","2022-05-09",""
"RX-10785529","73414402030030190","12169 Sugar Pine Trail","610000.00","1714.00","4","2585.00","595000.00","2022-03-21","2022-03-27","2022-04-29","","","","","SOUTH SHORE 4 OF WELLINGTON","","N","C","2022-05-02","595000.00","2022-03-23","2022-04-29",""
"RX-10785559","73424407030000100","9031 Alexandra Circle","740000.00","2325.00","8","4230.00","735000.00","2022-03-21","2022-04-13","2022-05-05","","","","","OLYMPIA 1","","N","C","2022-05-06","735000.00","2022-04-05","2022-05-05",""
"RX-10785310","73414415080000380","12539 Mallet Circle","1200000.00","1692.00","3","2434.00","1200000.00","2022-03-21","2022-03-24","2022-04-25","","","","","CHUKKER COVE P B POLO & CNTRY CLUB WELL","","N","C","2022-04-25","1200000.00","","2022-04-30",""
"RX-10785827","73414404010360190","13471 Barberry Drive","570000.00","1969.00","3","2557.00","570000.00","2022-03-22","2022-03-25","2022-04-08","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-04-11","570000.00","","2022-04-22",""
"RX-10785849","73424407050010950","8717 Via Brilliante","610000.00","2364.00","9","3036.00","635000.00","2022-03-22","2022-04-06","2022-05-19","","","","","BUENA VIDA","","N","C","2022-05-20","629000.00","2022-03-25","2022-05-17",""
"RX-10785774","73414418010050050","15320 Emmelman Road","1950000.00","4529.00","28","6169.00","2249000.00","2022-03-22","2022-04-19","2022-06-14","","","","","WELLINGTON AERO CLUB OF THE LANDINGS AT WELLINGTON","","N","C","2022-06-14","2599000.00","","2022-06-14",""
"RX-10786095","73414411030060030","1250 Belmore Terrace","550000.00","1386.00","5","1818.00","535000.00","2022-03-23","2022-04-04","2022-06-13","","","","","EASTWOOD OF WELLINGTON 2","","N","C","2022-06-22","535000.00","2022-03-30","2022-06-20",""
"RX-10786122","73414406020000430","808 Forest Glen Lane","1200000.00","4190.00","7","5487.00","1250000.00","2022-03-23","2022-03-30","2022-06-28","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON","","N","C","2022-06-28","1250000.00","","2022-06-30",""
"RX-10786268","73414411020060010","11734 Pintail Drive","535000.00","1529.00","12","1937.00","560000.00","2022-03-24","2022-04-19","2022-05-23","","","","","EASTWOOD OF WELLINGTON","","N","C","2022-05-23","560000.00","2022-04-07","2022-05-25",""
"FX-10319374","73414401040060250","10656 Old Hammock Way","725000.00","2758.00","9","3603.00","679000.00","2022-03-24","2022-04-02","2022-05-03","","","","","Black Diamond Ph 02","","","C","2022-05-05","679000.00","","2022-05-02",""
"RX-10786359","73424407050010030","8889 Via Grande E","715000.00","2803.00","12","3559.00","724900.00","2022-03-24","2022-04-12","2022-06-10","","","","","BUENA VIDA","","N","C","2022-06-22","724900.00","2022-03-31","2022-06-10",""
"RX-10786166","73414423100000180","11253 Edgewater Circle","820000.00","3177.00","4","4053.00","779000.00","2022-03-24","2022-03-28","2022-04-28","","","","","Grand Isles","","N","C","2022-05-09","779000.00","","2022-04-28",""
"RX-10786275","73414406030000730","15982 Cypress Park Drive","900000.00","3495.00","2","4530.00","899900.00","2022-03-24","2022-03-26","2022-07-15","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3 / CYPRESS FOREST","","N","C","2022-07-16","899900.00","","2022-07-15",""
"RX-10786451","73414408010380070","14913 Paddock Drive","2489000.00","4882.00","216","7580.00","2499000.00","2022-03-24","2022-10-26","2022-10-28","","","","","PADDOCK PARK 2 OF WELLINGTON","","N","C","2022-11-03","2799000.00","","2022-11-03",""
"RX-10786471","73414407040000210","1580 Lakefield North Court","570000.00","2039.00","2","2572.00","495000.00","2022-03-25","2022-03-28","2022-04-28","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 1","","N","C","2022-04-28","495000.00","2022-03-26","2022-04-29",""
"RX-10786609","73414404010290170","13582 Columbine Avenue","670000.00","2138.00","3","3158.00","649900.00","2022-03-25","2022-03-28","2022-05-24","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-05-24","649900.00","","2022-05-31",""
"FX-10323925","00414424020002070","3381 Harness Circle","775000.00","3074.00","11","3839.00","775000.00","2022-03-25","2022-04-05","2022-08-28","","","","","White horse Estates","","","C","2022-09-07","775000.00","","2022-05-31",""
"RX-10786773","73424417020016860","2892 Payson Way","1150000.00","3874.00","5","5641.00","1195000.00","2022-03-25","2022-03-30","2022-05-11","","","","","OLYMPIA 2","","N","C","2022-05-11","1195000.00","","2022-05-10",""
"RX-10786715","73414406020000460","826 Forest Glen Lane","1495000.00","3192.00","16","4548.00","1495000.00","2022-03-25","2022-04-10","2022-07-07","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON","","N","C","2022-07-07","1495000.00","","2022-07-07",""
"RX-10786812","73414407020050160","15950 Meadow Wood Drive","935000.00","3148.00","27","4595.00","975000.00","2022-03-26","2022-04-27","2022-06-02","","","","","MEADOW WOOD OF THE LANDINGS AT WELLINGTON","","N","C","2022-07-21","1000000.00","2022-04-01","2022-06-03",""
"RX-10786783","00424419090000170","3389 Lago De Talavera","1060000.00","4381.00","39","5634.00","1100000.00","2022-03-26","2022-07-21","2022-09-09","","","","","TALAVERA","","N","C","2022-10-24","1000000.00","","2022-08-31",""
"RX-10787278","73414407040001170","1862 S Club Drive","650000.00","2186.00","1","2850.00","625000.00","2022-03-27","2022-04-01","2022-04-27","","","","","LAKEFIELD NORTH","","N","C","2022-04-28","625000.00","2022-03-31","2022-05-02",""
"RX-10787284","73414411020020040","1305 Anhinga Drive","585000.00","2245.00","4","3204.00","599000.00","2022-03-28","2022-04-05","2022-05-05","","","","","EASTWOOD OF WELLINGTON","","N","C","2022-05-10","599000.00","2022-04-01","2022-05-05",""
"RX-10787211","73414426040000140","11803 Osprey Point Circle","820000.00","3066.00","4","4076.00","874000.00","2022-03-28","2022-04-04","2022-06-01","","","","","ISLES AT WELLINGTON 3","","N","C","2022-06-01","874000.00","2022-03-31","2022-01-24",""
"FX-10324149","73414404010770230","13800 Geranium Place","550000.00","1669.00","7","","599000.00","2022-03-29","2022-04-05","2022-04-18","","","","","Sugar Pond Manor Wellingt","","","C","2022-04-20","599000.00","","2022-04-18",""
"RX-10787446","73424417020016300","9689 Postley Court","1425000.00","5800.00","0","6643.00","1425000.00","2022-03-29","2022-03-29","2022-04-18","","","","","Olympia 2","","N","C","2022-04-19","1425000.00","","2022-04-18",""
"RX-10787830","73414426020000080","4257 Wellington Shores Drive","758000.00","2578.00","7","3550.00","749000.00","2022-03-30","2022-04-06","2022-05-06","","","","","WELLINGTON SHORES / ORANGE GROVE EST","","N","C","2022-05-07","749000.00","","2022-05-06",""
"RX-10787944","73414404010720190","1850 Primrose Lane","585000.00","1887.00","6","2575.00","550000.00","2022-03-31","2022-04-06","2022-05-31","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-06-01","550000.00","","2022-05-06",""
"RX-10788060","73414331010000320","15790 Bent Creek Road","615000.00","1950.00","25","2562.00","639900.00","2022-03-31","2022-04-30","2022-05-27","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-05-31","639900.00","","2022-06-02",""
"RX-10787987","73414404150000370","13391 Kingsbury Drive","755000.00","2587.00","6","3387.00","680000.00","2022-03-31","2022-04-06","2022-04-26","","","","","BARRINGTON WOODS OF WELLINGTON","","N","C","2022-04-26","680000.00","","2022-04-26",""
"RX-10788004","73414423090001000","11159 Nantucket Bay Court","690000.00","3012.00","20","3688.00","699900.00","2022-03-31","2022-04-20","2022-05-17","","","","","ORANGE POINT","","N","C","2022-05-17","699900.00","","2022-05-17",""
"RX-10788107","73414401040060050","10610 Old Hammock Way","705000.00","2811.00","3","3498.00","699999.00","2022-03-31","2022-04-03","2022-05-09","","","","","BLACK DIAMOND PH 2","","N","C","2022-05-11","699999.00","","2022-05-09",""
"RX-10788198","73414413080002140","10507 Prato Street","685000.00","1939.00","7","2575.00","749900.00","2022-03-31","2022-04-07","2022-05-25","","","","","CASTELLINA","","N","C","2022-05-25","749900.00","","2022-05-25",""
"RX-10788130","73414409020090210","13683 Staimford Drive","750000.00","2332.00","27","3276.00","799900.00","2022-03-31","2022-05-03","2022-05-31","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-06-06","849000.00","2022-04-06","2022-05-20",""
"RX-10788083","73414407020050230","15880 Meadow Wood Drive","925000.00","2479.00","20","3440.00","950000.00","2022-03-31","2022-04-20","2022-05-18","","","","","Meadow Wood","","N","C","2022-05-18","950000.00","","2022-05-18",""
"RX-10788171","73414426060000070","4642 Windward Cove Lane","1045000.00","3375.00","6","4471.00","1025000.00","2022-03-31","2022-04-06","2022-05-09","","","","","ISLES AT WELLINGTON","","N","C","2022-05-10","1025000.00","","2022-05-09",""
"RX-10788121","73414414060000220","11839 Maidstone Drive","2590000.00","4412.00","0","6149.00","2799000.00","2022-03-31","2022-04-19","2022-08-24","","","","","MAIDSTONE","","N","C","2022-09-09","2799000.00","2022-04-19","2022-07-15",""
"RX-10788428","73414409020180220","1534 Farmington Ct","600000.00","2198.00","1","2868.00","579000.00","2022-04-01","2022-04-05","2022-06-01","","","","","Greenview Shores 2","","N","C","2022-06-01","579000.00","2022-04-04","2022-06-01",""
"RX-10788515","73414407060000030","1981 Corsica Drive","690000.00","2784.00","10","3803.00","717900.00","2022-04-01","2022-04-11","2022-05-23","","","","","LAKEFIELD OF THE LANDINGS AT WELLINGTON 3B","","N","C","2022-05-31","717900.00","","2022-05-11",""
"RX-10788424","73424407050024140","9350 Via Classico W","770000.00","3064.00","2","3718.00","749900.00","2022-04-01","2022-04-03","2022-05-05","","","","","Buena Vida","","N","C","2022-05-05","749900.00","2022-04-01","2022-07-08",""
"RX-10788964","73424417020010720","9640 Phipps Lane","801000.00","3619.00","1","4608.00","799000.00","2022-04-01","2022-04-10","2022-04-29","","","","","OLYMPIA 2","","N","C","2022-05-07","799000.00","2022-04-09","2022-04-29",""
"RX-10788601","73414426090000420","11354 Mainsail Court","940000.00","3066.00","16","4076.00","950000.00","2022-04-01","2022-04-28","2022-05-13","","","","","ISLES AT WELLINGTON 8","","N","C","2022-05-16","950000.00","","2022-05-16",""
"FX-10324866","73424417080006630","8191 Ocho Rios Lane","875000.00","3451.00","12","","899900.00","2022-04-02","2022-04-14","2022-05-20","","","","","Villagewalk Wellington 05","","","C","2022-05-22","899900.00","","2022-05-20",""
"RX-10788632","73414426050000170","11647 Sunrise View Lane","1350000.00","3962.00","94","5149.00","1400000.00","2022-04-02","2022-09-01","2022-10-14","","","","","ISLES AT WELLINGTON 4","","N","C","2022-10-18","1720000.00","2022-04-21","2022-10-14",""
"RX-10789055","73424408060001670","2074 Hermitage Drive","570000.00","2001.00","38","2687.00","660000.00","2022-04-04","2022-08-15","2022-09-14","","","","","VILLAGEWALK OF WELLINGTON 2","","N","C","2022-09-14","650000.00","","2022-09-14",""
"RX-10789778","73414424050002910","10742 Versailles Boulevard","1360000.00","4768.00","6","6119.00","1249900.00","2022-04-04","2022-04-10","2022-04-29","","","","","VERSAILLES","","N","C","2022-04-29","1249900.00","","2022-04-29",""
"RX-10790398","73414413080001380","3529 Siena Circle","1225000.00","3220.00","25","4459.00","1495000.00","2022-04-04","2022-04-29","2022-06-15","","","","","CASTELLINA","","N","C","2022-06-16","1495000.00","","2022-06-15",""
"RX-10789400","73424417030002310","8081 Jolly Harbour Court","637500.00","2199.00","0","2687.00","659995.00","2022-04-05","2022-04-16","2022-06-01","","","","","VILLAGEWALK OF WELLINGTON","","N","C","2022-06-02","659995.00","2022-04-16","2022-05-16",""
"RX-10790576","73414404010250090","13798 Columbine Avenue","650000.00","2169.00","13","2702.00","665000.00","2022-04-05","2022-04-30","2022-05-19","","","","","Sugar Pond","","N","C","2022-05-20","665000.00","2022-04-09","2022-05-31",""
"FX-10325364","73424417020007620","2542 Sawyer Terrace","710000.00","2573.00","32","","735000.00","2022-04-05","2022-05-07","2022-05-02","","","","","Olympia 02","","","C","2022-06-17","749900.00","","2022-06-14",""
"RX-10789430","73414409020130030","1611 Dorchester Place","830000.00","2947.00","0","3978.00","819000.00","2022-04-05","2022-04-05","2022-05-04","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-05-04","819000.00","","2022-05-04",""
"RX-10789243","73414333010020260","13265 Garwood Court","1008000.00","3213.00","5","4531.00","1000000.00","2022-04-05","2022-04-12","2022-05-25","","","","","Pinewood","","N","C","2022-05-26","1000000.00","2022-04-07","2022-05-25",""
"RX-10790631","73414420060000010","14214 Stroller Way","3150000.00","3527.00","6","4997.00","3149000.00","2022-04-06","2022-04-12","2022-05-10","","","","","EQUESTRIAN CLUB ESTATES 2","","N","C","2022-05-12","3149000.00","","2022-05-10",""
"RX-10790085","73414415030000060","2563 Muir Circle","1019000.00","2109.00","66","2782.00","1199000.00","2022-04-07","2022-06-30","2022-07-19","","","","","MUIRFIELD 3","","N","C","2022-07-20","1199000.00","2022-04-11","2022-07-21",""
"RX-10790010","73414426050001200","4674 Island Reef Drive","1212500.00","3668.00","36","4790.00","1250000.00","2022-04-07","2022-05-13","2022-06-22","","","","","GRANDE BAY ESTATES","","N","C","2022-06-23","1275000.00","","2022-06-22",""
"RX-10790077","73414420050000020","3440 Ambassador Road","6500000.00","4273.00","55","5738.00","6825000.00","2022-04-07","2022-06-01","2022-06-23","","","","","EQUESTRIAN CLUB ESTATES 1","","N","C","2022-07-01","6825000.00","","2022-06-23",""
"RX-10790305","73424407050010730","8938 Via Brilliante","660000.00","2722.00","8","3376.00","679000.00","2022-04-08","2022-04-16","2022-05-25","","","","","BUENA VIDA","","N","C","2022-05-26","679000.00","","2022-05-30",""
"RX-10791193","73414415080000440","12599 Mallet Circle","1975000.00","2177.00","0","2933.00","1975000.00","2022-04-09","2022-04-09","2022-04-12","","","","","CHUKKER COVE P B POLO & CNTRY CLUB WELLINGTON","","N","C","2022-04-12","1975000.00","","2022-04-12",""
"RX-10790796","73414404010510150","14120 Aster Avenue","667000.00","2005.00","6","2788.00","665000.00","2022-04-10","2022-04-18","2022-05-16","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-05-16","665000.00","2022-04-12","2022-05-20",""
"RX-10790782","73414409020310090","1878 Lynton Circle","1007000.00","2652.00","8","3720.00","950000.00","2022-04-10","2022-04-21","2022-05-27","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-05-31","950000.00","2022-04-13","2022-05-16",""
"RX-10790855","73414404010290030","13442 Columbine Avenue","615000.00","1818.00","12","2371.00","610000.00","2022-04-11","2022-04-23","2022-05-24","","","","","SUGAR POND MANOR OF WELLINGTON","","N","C","2022-06-14","610000.00","","2022-05-27",""
"RX-10791092","73414424050003870","10565 Arcole Court","1900000.00","6542.00","12","8490.00","2000000.00","2022-04-11","2022-04-30","2022-06-30","","","","","VERSAILLES","","N","C","2022-06-30","2000000.00","2022-04-18","2022-06-30",""
"RX-10792178","73414403110010150","15 Saint Davids Way","736000.00","2718.00","22","3871.00","734999.00","2022-04-12","2022-05-11","2022-06-02","","","","","PINES OF WELLINGTON","","N","C","2022-06-02","734999.00","2022-04-16","2022-06-30",""
"RX-10791881","73414424050001860","10344 Trianon Place","733000.00","2494.00","25","3360.00","750000.00","2022-04-12","2022-05-20","2022-06-15","","","","","Versailles","","N","C","2022-06-15","750000.00","2022-04-25","2022-06-15",""
"RX-10791217","73414409020420380","12715 Kingsway Road","865000.00","2549.00","5","3338.00","769900.00","2022-04-12","2022-04-18","2022-05-20","","","","","GREENVIEW SHORES 2 OF WELLINGTON","","N","C","2022-05-20","769900.00","2022-04-13","2022-05-20",""
"AX-11189154","73414423070000840","3589 Old Lighthouse Circle","535000.00","1536.00","42","2245.00","550000.00","2022-04-13","2022-05-31","2022-06-30","","","","","ORANGE POINT TR C","","","C","2022-07-01","550000.00","2022-04-19","2022-06-30",""
"RX-10791430","73414411050070170","11396 Torchwood Court","625000.00","2034.00","5","3019.00","585000.00","2022-04-13","2022-04-18","2022-05-31","","","","","EASTWOOD OF WELLINGTON 3","","N","C","2022-06-13","585000.00","","2022-05-31",""
"RX-10791716","73414406030000450","15760 Cedar Grove Lane","915630.00","2665.00","29","3706.00","949900.00","2022-04-13","2022-05-15","2022-06-16","","","","","BINKS FOREST OF THE LANDINGS AT WELLINGTON 3","","N","C","2022-06-17","980000.00","2022-04-16","2022-06-16",""
"RX-10791687","73414433000005020","13064 55th Street S","5100000.00","2972.00","10","3452.00","5400000.00","2022-04-13","2022-04-23","2022-05-31","","","","","Wellington South","","N","C","2022-05-31","5400000.00","","2022-05-31",""
"RX-10791813","73414411020030340","11592 Sanderling Drive","630000.00","1886.00","1","2681.00","599000.00","2022-04-14","2022-04-16","2022-07-28","","","","","EASTWOOD OF WELLINGTON","","N","C","2022-08-01","599000.00","2022-04-15","2022-07-29",""
"FX-10326644","73424417080009280","8411 Tobago Lane","685000.00","2001.00","27","2687.00","698400.00","2022-04-14","2022-05-11","2022-05-27","","","","","Villagewalk Of Wellington","","","C","2022-05-28","698400.00","","2022-05-27",""
